noun,support,len,variation
seiscentesima,seiscentesimo,13,4
seiscentesimas,seiscentesimo,14,4
inauguradores,inaugurador,13,4
atestadores,atestador,11,4
atestadoras,atestador,11,4
atestadora,atestador,10,4
escarnadores,escarnador,12,4
infantes,infante,8,4
escarnadoras,escarnador,12,4
esculpidor,esculpidor,10,4
esculpidora,esculpidor,11,4
esculpidoras,esculpidor,12,4
esculpidores,esculpidor,12,4
escarnadora,escarnador,11,4
aterrador,aterrador,9,4
aterradora,aterrador,10,4
escultor,escultor,8,4
escultora,escultor,9,4
seiscentesimo,seiscentesimo,13,4
escultoras,escultor,10,4
aterradoras,aterrador,11,4
aterradores,aterrador,11,4
escarnador,escarnador,10,4
sangradores,sangrador,11,4
sangradoras,sangrador,11,4
escumador,escumador,9,4
escumadora,escumador,10,4
escumadoras,escumador,11,4
escumadores,escumador,11,4
sangradora,sangrador,10,4
sangrador,sangrador,9,4
atestador,atestador,9,4
escultores,escultor,10,4
soberanas,soberano,9,4
soberano,soberano,8,4
soberanos,soberano,9,4
homunculos,homunculo,10,4
homunculo,homunculo,9,4
homunculas,homunculo,10,4
sanfoninheiras,sanfoninheiro,14,4
sanfoninheira,sanfoninheiro,13,4
sanfonineiros,sanfonineiro,13,4
sanfonineiro,sanfonineiro,12,4
sanfonineiras,sanfonineiro,13,4
sanfonineira,sanfonineiro,12,4
ilhoa,ilheu,5,4
ilhoas,ilheu,6,4
homuncula,homunculo,9,4
soberbos,soberbo,8,4
homiziados,homiziado,10,4
homiziadas,homiziado,10,4
sicilianos,siciliano,10,4
siciliano,siciliano,9,4
sicilianas,siciliano,10,4
homiziada,homiziado,9,4
arvicultores,arvicultor,12,4
arvicultoras,arvicultor,12,4
arvicultora,arvicultor,11,4
arvicultor,arvicultor,10,4
averiguadores,averiguador,13,4
averiguadoras,averiguador,13,4
escutador,escutador,9,4
homiziado,homiziado,9,4
selector,selector,8,4
sanfoninheiro,sanfoninheiro,13,4
soberbona,soberbao,9,4
seiscentesimos,seiscentesimo,14,4
ateus,ateu,5,4
escareadora,escareador,11,4
escareador,escareador,10,4
escarducadores,escarducador,14,4
soberba,soberbo,7,4
soberbaca,soberbaco,9,4
soberbacas,soberbaco,10,4
sanfoninheiros,sanfoninheiro,14,4
equatoriana,equatoriano,11,4
soberbaco,soberbaco,9,4
escarducadoras,escarducador,14,4
soberbonas,soberbao,10,4
escarducadora,escarducador,13,4
equatorianas,equatoriano,12,4
soberbacos,soberbaco,10,4
soberbas,soberbo,8,4
soberboes,soberbao,9,4
soberbeta,soberbete,9,4
soberbetas,soberbete,10,4
equatoriano,equatoriano,11,4
soberbete,soberbete,9,4
soberbetes,soberbete,10,4
equatorianos,equatoriano,12,4
soberbo,soberbo,7,4
soberbao,soberbao,8,4
escarducador,escarducador,12,4
esmoleira,esmoleiro,9,4
modificadora,modificador,12,4
esmoleiro,esmoleiro,9,4
ganhadores,ganhador,10,4
urradores,urrador,9,4
urradoras,urrador,9,4
urradora,urrador,8,4
urrador,urrador,7,4
fendedores,fendedor,10,4
fendedoras,fendedor,10,4
fendedora,fendedor,9,4
fendedor,fendedor,8,4
fenicios,fenicio,8,4
fenicio,fenicio,7,4
ganhadoras,ganhador,10,4
fenicias,fenicio,8,4
ganco,ganco,5,4
gancos,ganco,6,4
ganes,ganes,5,4
gansa,ganso,5,4
gansas,ganso,6,4
ajuizador,ajuizador,9,4
ajuizadora,ajuizador,10,4
ajuizadoras,ajuizador,11,4
ajuizadores,ajuizador,11,4
ganso,ganso,5,4
gansos,ganso,6,4
fenicia,fenicio,7,4
ajuntadeira,ajuntador,11,4
ganhadora,ganhador,9,4
ganhadeiros,ganhadeiro,11,4
gandulo,gandulo,7,4
gandulos,gandulo,8,4
ganesa,ganes,6,4
ganesas,ganes,7,4
ganeses,ganes,7,4
aia,aio,3,4
aias,aio,4,4
ururuguaios,ururuguaio,11,4
ururuguaio,ururuguaio,10,4
ururuguaias,ururuguaio,11,4
ururuguaia,ururuguaio,10,4
ganhador,ganhador,8,4
uruguaios,uruguaio,9,4
uruguaias,uruguaio,9,4
uruguaia,uruguaio,8,4
fenianos,feniano,8,4
feniano,feniano,7,4
aio,aio,3,4
aios,aio,4,4
fenianas,feniano,8,4
feniana,feniano,7,4
ganhadeira,ganhadeiro,10,4
ganhadeiras,ganhadeiro,11,4
ganhadeiro,ganhadeiro,10,4
uruguaio,uruguaio,8,4
gandulas,gandulo,8,4
ajuntadeiras,ajuntador,12,4
ajuntadores,ajuntador,11,4
felicitadores,felicitador,13,4
felicitadoras,felicitador,13,4
felicitadora,felicitador,12,4
garceira,garceiro,8,4
garceiras,garceiro,9,4
garceiro,garceiro,8,4
garceiros,garceiro,9,4
felicitador,felicitador,11,4
urdidores,urdidor,9,4
urdidoras,urdidor,9,4
urdidora,urdidor,8,4
felina,felino,6,4
urdidor,urdidor,7,4
alagoanas,alagoano,9,4
alagoano,alagoano,8,4
alagoanos,alagoano,9,4
alambiqueira,alambiqueiro,12,4
alambiqueiras,alambiqueiro,13,4
alambiqueiro,alambiqueiro,12,4
alambiqueiros,alambiqueiro,13,4
feitureiros,feitureiro,11,4
feitureiro,feitureiro,10,4
feitureiras,feitureiro,11,4
feitureira,feitureiro,10,4
alagoana,alagoano,8,4
ajuntador,ajuntador,9,4
felinas,felino,7,4
alagadeiro,alagadeiro,10,2
ajustador,ajustador,9,4
ajustadora,ajustador,10,4
ajustadoras,ajustador,11,4
ajustadores,ajustador,11,4
urologos,urologo,8,4
urologo,urologo,7,4
urologas,urologo,8,4
urologa,urologo,7,4
alabardeira,alabardeiro,11,4
alabardeiras,alabardeiro,12,4
alabardeiro,alabardeiro,11,4
alagadeiros,alagadeiro,11,2
alabardeiros,alabardeiro,12,4
felizardo,felizardo,9,4
felizardas,felizardo,10,4
felizarda,felizardo,9,4
alcador,alcador,7,4
alcadora,alcador,8,4
alcadoras,alcador,9,4
alcadores,alcador,9,4
felinos,felino,7,4
felino,felino,6,4
felizardos,felizardo,10,4
gandula,gandulo,7,4
euscara,euscaro,7,4
euscaras,euscaro,8,4
ganadeiro,ganadeiro,9,4
ganadeiros,ganadeiro,10,4
gananciosa,ganancioso,10,4
gananciosas,ganancioso,11,4
ganancioso,ganancioso,10,4
gananciosos,ganancioso,11,4
aguardador,aguardador,10,4
aguardadora,aguardador,11,4
aguardadoras,aguardador,12,4
aguardadores,aguardador,12,4
aguardenteira,aguardenteiro,13,4
ganadeiras,ganadeiro,10,4
aguardenteiras,aguardenteiro,14,4
utilizadores,utilizador,12,4
utilizadoras,utilizador,12,4
utilizadora,utilizador,11,4
utilizador,utilizador,10,4
utilitarios,utilitario,11,4
utilitario,utilitario,10,4
utilitarias,utilitario,11,4
utilitaria,utilitario,10,4
aguardenteiros,aguardenteiro,14,4
gancas,ganco,6,4
aguarentador,aguarentador,12,4
aguardenteiro,aguardenteiro,13,4
aguarentadora,aguarentador,13,4
ganadeira,ganadeiro,9,4
feridora,feridor,8,4
gamofila,gamofilo,8,4
gamofilas,gamofilo,9,4
gamofilo,gamofilo,8,4
gamofilos,gamofilo,9,4
gamomaniaca,gamomaniaco,11,4
gamomaniacas,gamomaniaco,12,4
gamomaniaco,gamomaniaco,11,4
gamomaniacos,gamomaniaco,12,4
gamos,gamo,5,4
aguadeira,aguadeiro,9,4
aguadeiras,aguadeiro,10,4
feridor,feridor,7,4
aguadeiro,aguadeiro,9,4
ganca,ganco,5,4
feridores,feridor,9,4
aguador,aguador,7,4
agucador,agucador,8,4
aguadora,aguador,8,4
agucadora,agucador,9,4
aguadoras,aguador,9,4
agucadoras,agucador,10,4
aguadores,aguador,9,4
agucadores,agucador,10,4
feridoras,feridor,9,4
aguadeiros,aguadeiro,10,4
aguarentadoras,aguarentador,14,4
aguarentadores,aguarentador,14,4
aguateira,aguateiro,9,4
gandaieiro,gandaieiro,10,4
gandaieiros,gandaieiro,11,4
usufruidores,usufruidor,12,4
usufruidoras,usufruidor,12,4
usufruidora,usufruidor,11,4
usufruidor,usufruidor,10,4
aguilhoador,aguilhoador,11,4
aguilhoadora,aguilhoador,12,4
aguilhoadoras,aguilhoador,13,4
aguilhoadores,aguilhoador,13,4
ussos,usso,5,4
gandaieiras,gandaieiro,11,4
usso,usso,4,4
ussa,usso,4,4
fenomenologos,fenomenologo,13,4
fenomenologo,fenomenologo,12,4
fenomenologas,fenomenologo,13,4
fenomenologa,fenomenologo,12,4
usineiros,usineiro,9,4
usineiro,usineiro,8,4
usineiras,usineiro,9,4
usineira,usineiro,8,4
euscaros,euscaro,8,4
euscaro,euscaro,7,4
ussas,usso,5,4
gandaieira,gandaieiro,10,4
usufrutuaria,usufrutuario,12,4
usufrutuarias,usufrutuario,13,4
aguateiras,aguateiro,10,4
aguateiro,aguateiro,9,4
aguateiros,aguateiro,10,4
aguentador,aguentador,10,4
aguentadora,aguentador,11,4
aguentadoras,aguentador,12,4
aguentadores,aguentador,12,4
gandaeira,gandaeiro,9,4
gandaeiras,gandaeiro,10,4
usurarios,usurario,9,4
usurario,usurario,8,4
usurarias,usurario,9,4
usuraria,usurario,8,4
gandaeiro,gandaeiro,9,4
gandaeiros,gandaeiro,10,4
usurpadores,usurpador,11,4
usurpadoras,usurpador,11,4
usurpadora,usurpador,10,4
usurpador,usurpador,9,4
usuarios,usuario,8,4
usuario,usuario,7,4
usuarias,usuario,8,4
usuaria,usuario,7,4
usufrutuarios,usufrutuario,13,4
usufrutuario,usufrutuario,12,4
feitores,feitor,8,4
gamo,gamo,4,4
feitoras,feitor,8,4
alanas,alano,6,4
ultraconservadoras,ultraconservador,18,4
ultraconservadora,ultraconservador,17,4
ultraconservador,ultraconservador,16,4
ultores,ultor,7,4
ultoras,ultor,7,4
ultora,ultor,6,4
ultor,ultor,5,4
ultimogenitos,ultimogenito,13,4
ultimogenito,ultimogenito,12,4
ultimogenitas,ultimogenito,13,4
ultimogenita,ultimogenito,12,4
ultraconservadores,ultraconservador,18,4
ultimadores,ultimador,11,4
ultimadora,ultimador,10,4
ultimador,ultimador,9,4
garrochador,garrochador,11,4
garrochadora,garrochador,12,4
garrochadoras,garrochador,13,4
garrochadores,garrochador,13,4
focios,focio,6,4
focio,focio,5,4
focias,focio,6,4
focia,focio,5,4
uivadores,uivador,9,4
ultimadoras,ultimador,11,4
uivadoras,uivador,9,4
ultrajador,ultrajador,10,4
ultrajadoras,ultrajador,12,4
ululadoras,ululador,10,4
ululadora,ululador,9,4
ululador,ululador,8,4
ulotricos,ulotrico,9,4
ulotrico,ulotrico,8,4
ulotricas,ulotrico,9,4
ulotrica,ulotrico,8,4
albina,albino,6,4
albinas,albino,7,4
fecundadores,fecundador,12,4
fecundadoras,fecundador,12,4
ultrajadora,ultrajador,11,4
albino,albino,6,4
fecundadora,fecundador,11,4
fecundador,fecundador,10,4
ultrapassados,ultrapassado,13,4
ultrapassado,ultrapassado,12,4
ultrapassadas,ultrapassado,13,4
ultrapassada,ultrapassado,12,4
ultramontanos,ultramontano,13,4
ultramontano,ultramontano,12,4
ultramontanas,ultramontano,13,4
ultramontana,ultramontano,12,4
ultrajadores,ultrajador,12,4
albinos,albino,7,4
ululadores,ululador,10,4
uivadora,uivador,8,4
alcagueta,alcaguete,9,4
fazedoras,fazedor,9,4
fazedora,fazedor,8,4
fazedor,fazedor,7,4
gascoes,gascao,7,4
gascao,gascao,6,4
gascona,gascao,7,4
gasconas,gascao,8,4
ucranianos,ucraniano,10,4
ucraniano,ucraniano,9,4
ucranianas,ucraniano,10,4
ucraniana,ucraniano,9,4
fazedores,fazedor,9,4
gaseira,gaseiro,7,4
uchona,uchao,6,4
uchao,uchao,5,4
uchoes,uchao,6,4
gaseiras,gaseiro,8,4
gaseiro,gaseiro,7,4
gaseiros,gaseiro,8,4
ubiquitarios,ubiquitario,12,4
ubiquitario,ubiquitario,11,4
ubiquitarias,ubiquitario,12,4
ubiquitaria,ubiquitario,11,4
favoritos,favorito,9,4
uchonas,uchao,7,4
uivador,uivador,7,4
alcaiotes,alcaiote,9,4
alcaiotas,alcaiote,9,4
alcaguetas,alcaguete,10,4
alcaguete,alcaguete,9,4
alcaguetes,alcaguete,10,4
augures,augure,7,4
augure,augure,6,4
auguratrizes,augure,12,4
auguratriz,augure,10,4
fazendeiros,fazendeiro,11,4
fazendeiro,fazendeiro,10,4
fazendeiras,fazendeiro,11,4
ugandes,ugandes,7,4
alcaiote,alcaiote,8,4
ugandeses,ugandes,9,4
ugandesa,ugandes,8,4
fazendeira,fazendeiro,10,4
alcaide,alcaide,7,4
alcaides,alcaide,8,4
alcaidessa,alcaide,10,4
alcaidessas,alcaide,11,4
eufonos,eufono,7,4
eufono,eufono,6,4
eufonas,eufono,7,4
eufona,eufono,6,4
alcaiota,alcaiote,8,4
ugandesas,ugandes,9,4
albergueiros,albergueiro,12,4
albergueiro,albergueiro,11,4
albergueiras,albergueiro,12,4
garganteador,garganteador,12,4
garganteadora,garganteador,13,4
garganteadoras,garganteador,14,4
garganteadores,garganteador,14,4
gargantoes,gargantao,10,4
gargantao,gargantao,9,4
gargantona,gargantao,10,4
gargantonas,gargantao,11,4
unigenitos,unigenito,10,4
unigenito,unigenito,9,4
unigenitas,unigenito,10,4
unitarisma,unitarismo,10,4
unigenita,unigenito,9,4
uniformizadoras,uniformizador,15,4
uniformizadora,uniformizador,14,4
uniformizador,uniformizador,13,4
unificadores,unificador,12,4
unificadoras,unificador,12,4
unificadora,unificador,11,4
unificador,unificador,10,4
unicultores,unicultor,11,4
unicultoras,unicultor,11,4
unicultora,unicultor,10,4
unicultor,unicultor,9,4
uniformizadores,uniformizador,15,4
garimpeira,garimpeiro,10,4
unitarismas,unitarismo,11,4
unitarismos,unitarismo,11,4
feitora,feitor,7,4
feitor,feitor,6,4
uranofanos,uranofano,10,4
uranofano,uranofano,9,4
uranofanas,uranofano,10,4
uranofana,uranofano,9,4
feiticeiros,feiticeiro,11,4
alano,alano,5,4
alanos,alano,6,4
feiticeiro,feiticeiro,10,4
feiticeiras,feiticeiro,11,4
unitarismo,unitarismo,10,4
feiticeira,feiticeiro,10,4
alanzoeiras,alanzoeiro,11,4
alanzoeiro,alanzoeiro,10,4
untadores,untador,9,4
untadoras,untador,9,4
untadora,untador,8,4
untador,untador,7,4
alanzoeiros,alanzoeiro,11,4
universitarios,universitario,14,4
universitario,universitario,13,4
universitarias,universitario,14,4
universitaria,universitario,13,4
alanzoeira,alanzoeiro,10,4
garimpeiras,garimpeiro,11,4
garimpeiro,garimpeiro,10,4
garimpeiros,garimpeiro,11,4
albanesas,albanes,9,4
albaneses,albanes,9,4
albano,albano,6,4
albanos,albano,7,4
albanes,albanes,7,4
federadas,federado,9,4
federada,federado,8,4
fedelhotes,fedelhote,10,4
fedelhote,fedelhote,9,4
fedelhotas,fedelhote,10,4
fedelhota,fedelhote,9,4
federado,federado,8,4
fedelhos,fedelho,8,4
albardeiras,albardeiro,11,4
albardeiro,albardeiro,10,4
albardeiros,albardeiro,11,4
fedelho,fedelho,7,4
fedelhas,fedelho,8,4
fedelha,fedelho,7,4
garotelha,garotelho,9,4
garotelhas,garotelho,10,4
garotelho,garotelho,9,4
garotelhos,garotelho,10,4
albergueira,albergueiro,11,4
albardeira,albardeiro,10,4
albanesa,albanes,8,4
federados,federado,9,4
albanas,albano,7,4
unhadores,unhador,9,4
unhadoras,unhador,9,4
unhadora,unhador,8,4
unhador,unhador,7,4
gariteira,gariteiro,9,4
gariteiras,gariteiro,10,4
gariteiro,gariteiro,9,4
gariteiros,gariteiro,10,4
unguiculados,unguiculado,12,4
unguiculado,unguiculado,11,4
unguiculadas,unguiculado,12,4
unguiculada,unguiculado,11,4
garnachoes,garnachao,10,4
ungidos,ungido,7,4
ungido,ungido,6,4
ungidas,ungido,7,4
ungida,ungido,6,4
unigamos,unigamo,8,4
unigamo,unigamo,7,4
unigamas,unigamo,8,4
unigama,unigamo,7,4
garnachao,garnachao,9,4
garnachona,garnachao,10,4
garnachonas,garnachao,11,4
albana,albano,6,4
alana,alano,5,4
gamomanos,gamomano,9,4
gamomano,gamomano,8,4
gamomanas,gamomano,9,4
afugentador,afugentador,11,4
afugentadora,afugentador,12,4
afugentadoras,afugentador,13,4
afugentadores,afugentador,13,4
galicano,galicano,8,4
galicanos,galicano,9,4
galiciana,galiciano,9,4
galicianas,galiciano,10,4
galiciano,galiciano,9,4
galicianos,galiciano,10,4
vascongados,vascongado,11,4
vaseiroes,vaseirao,9,4
vascongado,vascongado,10,4
vascongada,vascongado,10,4
vasconas,vascao,8,4
vascona,vascao,7,4
vascolejadores,vascolejador,14,4
vascolejadoras,vascolejador,14,4
vascolejadora,vascolejador,13,4
vascolejador,vascolejador,12,4
vascao,vascao,6,4
vascoes,vascao,7,4
afuroador,afuroador,9,4
afuroadora,afuroador,10,4
vascongadas,vascongado,11,4
afuroadoras,afuroador,11,4
vaseirao,vaseirao,8,4
vaseironas,vaseirao,10,4
vassoureiras,vassoureiro,12,4
vassoureira,vassoureiro,11,4
feudatarios,feudatario,11,4
vassoireiros,vassoireiro,12,4
vassoireiro,vassoireiro,11,4
vassoireiras,vassoireiro,12,4
vassoireira,vassoireiro,11,4
feudatario,feudatario,10,4
feudatarias,feudatario,11,4
vassalos,vassalo,8,4
vassalo,vassalo,7,4
vaseirona,vaseirao,9,4
vassalas,vassalo,8,4
vassala,vassalo,7,4
afrontador,afrontador,10,4
afrontadora,afrontador,11,4
afrontadoras,afrontador,12,4
afrontadores,afrontador,12,4
galhofeira,galhofeiro,10,4
galhofeiras,galhofeiro,11,4
galhofeiro,galhofeiro,10,4
galhofeiros,galhofeiro,11,4
galicana,galicano,8,4
galicanas,galicano,9,4
feudataria,feudatario,10,4
vassoureiro,vassoureiro,11,4
afuroadores,afuroador,11,4
galileias,galileu,9,4
varinas,varino,7,4
agarradeira,agarrador,11,4
varina,varino,6,4
agarradeiras,agarrador,12,4
agarrador,agarrador,9,4
agarradores,agarrador,11,4
galinicultor,galinicultor,12,4
galinicultora,galinicultor,13,4
galinicultoras,galinicultor,14,4
galinicultores,galinicultor,14,4
agasalhador,agasalhador,11,4
agarenos,agareno,8,4
agasalhadora,agasalhador,12,4
agasalhadores,agasalhador,13,4
festejadores,festejador,12,4
festejadoras,festejador,12,4
festejadora,festejador,11,4
festejador,festejador,10,4
festeiros,festeiro,9,4
festeiro,festeiro,8,4
festeiras,festeiro,9,4
festeira,festeiro,8,4
agenciadeira,agenciador,12,4
agasalhadoras,agasalhador,13,4
galileia,galileu,8,4
varino,varino,6,4
agareno,agareno,7,4
galileu,galileu,7,4
galileus,galileu,8,4
agadanhador,agadanhador,11,4
agadanhadora,agadanhador,12,4
agadanhadoras,agadanhador,13,4
agadanhadores,agadanhador,13,4
agafanhador,agafanhador,11,4
agafanhadora,agafanhador,12,4
agafanhadoras,agafanhador,13,4
agafanhadores,agafanhador,13,4
galinacea,galinaceo,9,4
varinos,varino,7,4
galinaceas,galinaceo,10,4
galinaceos,galinaceo,10,4
agamidea,agamideo,8,4
agamideas,agamideo,9,4
agamideo,agamideo,8,4
agamideos,agamideo,9,4
galinheira,galinheiro,10,4
galinheiras,galinheiro,11,4
galinheiro,galinheiro,10,4
galinheiros,galinheiro,11,4
agarena,agareno,7,4
agarenas,agareno,8,4
galinaceo,galinaceo,9,4
vassoureiros,vassoureiro,12,4
afroamericanos,afroamericano,14,4
afroamericano,afroamericano,13,4
afogador,afogador,8,4
afogadora,afogador,9,4
afogadoras,afogador,10,4
afogadores,afogador,10,4
vedores,vedor,7,4
vedoras,vedor,7,4
vedora,vedor,6,4
vedor,vedor,5,4
afogados,afogado,8,4
fiadoras,fiador,8,4
fiadora,fiador,7,4
afogado,afogado,7,4
fiador,fiador,6,4
galesas,gales,7,4
galeses,gales,7,4
vedadores,vedador,9,4
vedadoras,vedador,9,4
vedadora,vedador,8,4
vedador,vedador,7,4
fiadeiros,fiadeiro,9,4
galofila,galofilo,8,4
vecturionas,vecturiao,11,4
vecturiona,vecturiao,10,4
vecturiao,vecturiao,9,4
galesa,gales,6,4
vecturioes,vecturiao,10,4
fiadores,fiador,8,4
afogada,afogado,7,4
veladores,velador,9,4
veladoras,velador,9,4
veladora,velador,8,4
velador,velador,7,4
fiandeiros,fiandeiro,10,4
vejetes,vejete,7,4
vejete,vejete,6,4
vejetas,vejete,7,4
vejeta,vejete,6,4
fiandeiro,fiandeiro,9,4
fiandeiras,fiandeiro,10,4
afogadas,afogado,8,4
fiandeira,fiandeiro,9,4
vegetariano,vegetariano,11,4
vegetarianas,vegetariano,12,4
vegetariana,vegetariano,11,4
aflita,aflito,6,4
aflitas,aflito,7,4
aflito,aflito,6,4
aflitos,aflito,7,4
vegetalianos,vegetaliano,12,4
vegetaliano,vegetaliano,11,4
vegetalianas,vegetaliano,12,4
vegetaliana,vegetaliano,11,4
vegetarianos,vegetariano,12,4
galofilas,galofilo,9,4
aforador,aforador,8,4
aforadora,aforador,9,4
afortunado,afortunado,10,4
afortunados,afortunado,11,4
afrancesada,afrancesado,11,4
vazadores,vazador,9,4
vazadoras,vazador,9,4
vazadora,vazador,8,4
vazador,vazador,7,4
afrancesadas,afrancesado,12,4
afrancesado,afrancesado,11,4
afrancesados,afrancesado,12,4
vaticinadores,vaticinador,13,4
afortunadas,afortunado,11,4
vaticinadoras,vaticinador,13,4
vaticinador,vaticinador,11,4
africana,africano,8,4
africanas,africano,9,4
africano,africano,8,4
africanos,africano,9,4
vastadores,vastador,10,4
vastadoras,vastador,10,4
vastadora,vastador,9,4
vastador,vastador,8,4
afroamericana,afroamericano,13,4
afroamericanas,afroamericano,14,4
vaticinadora,vaticinador,12,4
afortunada,afortunado,10,4
vaziador,vaziador,8,4
vaziadora,vaziador,9,4
aforadoras,aforador,10,4
aforadores,aforador,10,4
galofilo,galofilo,8,4
galofilos,galofilo,9,4
galofoba,galofobo,8,4
galofobas,galofobo,9,4
galofobo,galofobo,8,4
galofobos,galofobo,9,4
veados,veado,6,4
veadores,veador,8,4
veadoras,veador,8,4
veadora,veador,7,4
veador,veador,6,4
veado,veado,5,4
fiadeiro,fiadeiro,8,4
fiadeiras,fiadeiro,9,4
veadas,veado,6,4
veada,veado,5,4
aformoseador,aformoseador,12,4
aformoseadora,aformoseador,13,4
aformoseadoras,aformoseador,14,4
aformoseadores,aformoseador,14,4
fiadeira,fiadeiro,8,4
vaziadores,vaziador,10,4
vaziadoras,vaziador,10,4
agenciadeiras,agenciador,13,4
agenciadeiro,agenciadeiro,12,2
agenciadeiros,agenciadeiro,13,2
gambiana,gambiano,8,4
gambianas,gambiano,9,4
gambiano,gambiano,8,4
vaidosos,vaidoso,8,4
vaidoso,vaidoso,7,4
vaidosas,vaidoso,8,4
vaidosa,vaidoso,7,4
agredida,agredido,8,4
agredidas,agredido,9,4
agredido,agredido,8,4
vaiadores,vaiador,9,4
gambeteiros,gambeteiro,11,4
vaiadoras,vaiador,9,4
vaiador,vaiador,7,4
agredidos,agredido,9,4
gambianos,gambiano,9,4
ferramenteiros,ferramenteiro,14,4
ferramenteiro,ferramenteiro,13,4
ferramenteiras,ferramenteiro,14,4
ferramenteira,ferramenteiro,13,4
agremiador,agremiador,10,4
agremiadora,agremiador,11,4
agremiadoras,agremiador,12,4
agremiadores,agremiador,12,4
vaiadora,vaiador,8,4
agressor,agressor,8,4
gambeteiro,gambeteiro,10,4
gambeteira,gambeteiro,10,4
gama,gamo,4,4
valencianos,valenciano,11,4
valenciano,valenciano,10,4
ferreiras,ferreiro,9,4
valencianas,valenciano,11,4
valenciana,valenciano,10,4
ferreira,ferreiro,8,4
valeiros,valeiro,8,4
